concello;objectid;ua_teselas;ua_tesel_1;ua;hectares;grupoua;shape_leng;tabla_anex;tabla_an_1;cobertura;cod_tipo;codanexoi;cod_anexoi;p;anexoi_gal;shape_leng;
Coirós;22781;18950;ES1110007.1751;UA260;0.882697582;UA200;2496.804846;22849;ES1110007.1751;5;P;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;2496.804846;
Coirós;22782;18950;ES1110007.1751;UA260;0.882697582;UA200;2496.804846;22850;ES1110007.1751;1;V;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;2496.804846;
Coristanco;32512;27092;ES1110015.0144;UA270;7.160865436;UA200;1524.178262;32580;ES1110015.0144;5;P;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;1524.178262;
Coristanco;32513;27092;ES1110015.0144;UA270;7.160865436;UA200;1524.178262;32581;ES1110015.0144;1;S;4030;4030;;Queirogais secos europeos;1524.178262;
Coristanco;32694;27181;ES1110015.0240;UA220;9.358446215;UA200;31165.65746;32762;ES1110015.0240;5;P;3260;3260;;Ríos dos pisos basal a montano;31165.65746;
Coristanco;32695;27181;ES1110015.0240;UA220;9.358446215;UA200;31165.65746;32763;ES1110015.0240;1;V;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;31165.65746;
Coristanco;32696;27181;ES1110015.0240;UA220;9.358446215;UA200;31165.65746;32764;ES1110015.0240;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;31165.65746;
Coristanco;32707;27190;ES1110015.0249;UA270;3.104522764;UA200;981.5855419;32775;ES1110015.0249;5;P;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;981.5855419;
Coristanco;32939;27332;ES1110015.0417;UA531;29.32941816;UA500;4255.190695;33007;ES1110015.0417;5;V;6510;6510;;Prados de sega de baixa altitude;4255.190695;
Coristanco;32940;27332;ES1110015.0417;UA531;29.32941816;UA500;4255.190695;33008;ES1110015.0417;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;4255.190695;
Coristanco;32941;27332;ES1110015.0417;UA531;29.32941816;UA500;4255.190695;33009;ES1110015.0417;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;4255.190695;
Coristanco;32942;27332;ES1110015.0417;UA531;29.32941816;UA500;4255.190695;33010;ES1110015.0417;1;S;6410;6410;;Prados con Molinia;4255.190695;
Coristanco;32943;27333;ES1110015.0418;UA531;16.35353533;UA500;2425.551908;33013;ES1110015.0418;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;2425.551908;
Coristanco;32944;27333;ES1110015.0418;UA531;16.35353533;UA500;2425.551908;33012;ES1110015.0418;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;2425.551908;
Coristanco;32945;27333;ES1110015.0418;UA531;16.35353533;UA500;2425.551908;33011;ES1110015.0418;5;V;6510;6510;;Prados de sega de baixa altitude;2425.551908;
Coristanco;32946;27333;ES1110015.0418;UA531;16.35353533;UA500;2425.551908;33014;ES1110015.0418;1;S;6410;6410;;Prados con Molinia;2425.551908;
Coristanco;33282;27468;ES1110015.0594;UA220;0.662342185;UA200;2219.453851;33350;ES1110015.0594;5;P;3260;3260;;Ríos dos pisos basal a montano;2219.453851;
Coristanco;33283;27468;ES1110015.0594;UA220;0.662342185;UA200;2219.453851;33351;ES1110015.0594;1;V;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;2219.453851;
Coristanco;33284;27468;ES1110015.0594;UA220;0.662342185;UA200;2219.453851;33352;ES1110015.0594;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;2219.453851;
Estrada; A;181200;104779;ES1140001.1387;UA220;1.773645534;UA200;5925.541017;181277;ES1140001.1387;5;P;3260;3260;;Ríos dos pisos basal a montano;5925.541017
Estrada; A;181201;104779;ES1140001.1387;UA220;1.773645534;UA200;5925.541017;181278;ES1140001.1387;2;V;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;5925.541017
Estrada; A;181202;104779;ES1140001.1387;UA220;1.773645534;UA200;5925.541017;181279;ES1140001.1387;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;5925.541017
Fene;6843;8116;ES1110003.0771;UA220;0.279241299;UA200;1404.68999;6911;ES1110003.0771;5;P;3260;3260;;Ríos dos pisos basal a montano;1404.68999;
Fene;6844;8116;ES1110003.0771;UA220;0.279241299;UA200;1404.68999;6912;ES1110003.0771;1;V;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;1404.68999;
Fene;6947;8188;ES1110003.0854;UA220;3.40362079;UA200;6826.869557;7015;ES1110003.0854;5;P;3260;3260;;Ríos dos pisos basal a montano;6826.869557;
Folgoso do Courel;38787;32967;Es1120001.0006;UA220;25.83565039;UA200;90972.44031;38857;Es1120001.0006;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;90972.44031;
Folgoso do Courel;38788;32967;Es1120001.0006;UA220;25.83565039;UA200;90972.44031;38855;Es1120001.0006;5;P;3260;3260;;Ríos dos pisos basal a montano;90972.44031;
Folgoso do Courel;38789;32967;Es1120001.0006;UA220;25.83565039;UA200;90972.44031;38856;Es1120001.0006;1;V;3270;3270;;Ríos de ribeiras lamacentas (Chenopodion rubri p.p. e de Bidention p.p.);90972.44031;
Fonsagrada; A;83326;53740;ES1120004.0205;UA411;33.23370624;UA400;11062.8889;83396;ES1120004.0205;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;11062.8889
Fonsagrada; A;83327;53740;ES1120004.0205;UA411;33.23370624;UA400;11062.8889;83394;ES1120004.0205;5;V;9230;9230;;Carballeiras galaico-portugueses con Quercus robur e Q. pyrenaica;11062.8889
Fonsagrada; A;83328;53740;ES1120004.0205;UA411;33.23370624;UA400;11062.8889;83395;ES1120004.0205;1;V;9230;9230;;Carballeiras galaico-portugueses con Quercus robur e Q. pyrenaica;11062.8889
Fonsagrada; A;83676;53560;ES1120004.0442;UA310;253.9485269;UA300;21283.96609;83745;ES1120004.0442;1;V;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;21283.96609
Fonsagrada; A;83677;53560;ES1120004.0442;UA310;253.9485269;UA300;21283.96609;83746;ES1120004.0442;1;V;8230;8230;;Rochedos silíceos con vexetación pioneira;21283.96609
Fonsagrada; A;83678;53560;ES1120004.0442;UA310;253.9485269;UA300;21283.96609;83747;ES1120004.0442;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;21283.96609
Fonsagrada; A;83679;53560;ES1120004.0442;UA310;253.9485269;UA300;21283.96609;83744;ES1120004.0442;5;P;4030;4030;;Queirogais secos europeos;21283.96609
Fonsagrada; A;83694;53563;ES1120004.0449;UA260;2.214271688;UA200;6793.749995;83762;ES1120004.0449;5;P;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;6793.749995
Fonsagrada; A;83695;53563;ES1120004.0449;UA260;2.214271688;UA200;6793.749995;83763;ES1120004.0449;1;V;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;6793.749995
Fonsagrada; A;83738;53580;ES1120004.0473;UA425;17.66973904;UA400;5850.644478;83807;ES1120004.0473;1;S;9180*;9180;X;Bosques de encostas, desprendementos e barrancos do Tilio-Acerion;5850.644478
Fonsagrada; A;83739;53580;ES1120004.0473;UA425;17.66973904;UA400;5850.644478;83808;ES1120004.0473;1;S;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;5850.644478
Fonsagrada; A;83740;53580;ES1120004.0473;UA425;17.66973904;UA400;5850.644478;83806;ES1120004.0473;5;P;9260;9260;;Soutos;5850.644478
Forcarei;202539;119350;ES1140013.0894;UA220;1.082150927;UA200;10820.88967;202549;ES1140013.0894;1;V;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;10820.88967;
Forcarei;202540;119350;ES1140013.0894;UA220;1.082150927;UA200;10820.88967;202550;ES1140013.0894;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;10820.88967;
Forcarei;202541;119350;ES1140013.0894;UA220;1.082150927;UA200;10820.88967;202548;ES1140013.0894;5;P;3260;3260;;Ríos dos pisos basal a montano;10820.88967;
Forcarei;202997;120306;ES1140014.0019;UA220;1.21377239;UA200;12137.39021;203006;ES1140014.0019;5;P;3260;3260;;Ríos dos pisos basal a montano;12137.39021;
Forcarei;202998;120306;ES1140014.0019;UA220;1.21377239;UA200;12137.39021;203008;ES1140014.0019;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;12137.39021;
Forcarei;202999;120306;ES1140014.0019;UA220;1.21377239;UA200;12137.39021;203007;ES1140014.0019;2;V;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;12137.39021;
Forcarei;203024;120447;ES1140014.0027;UA630;32.64095068;UA600;3675.509566;203033;ES1140014.0027;1;S;3260;3260;;Ríos dos pisos basal a montano;3675.509566;
Forcarei;203025;120447;ES1140014.0027;UA630;32.64095068;UA600;3675.509566;203034;ES1140014.0027;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;3675.509566;
Forcarei;203032;120191;ES1140014.0030;UA220;0.838024364;UA200;8379.253626;203041;ES1140014.0030;5;P;3260;3260;;Ríos dos pisos basal a montano;8379.253626;
Forcarei;203033;120191;ES1140014.0030;UA220;0.838024364;UA200;8379.253626;203042;ES1140014.0030;2;V;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;8379.253626;
Forcarei;203034;120191;ES1140014.0030;UA220;0.838024364;UA200;8379.253626;203043;ES1140014.0030;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;8379.253626;
Forcarei;203035;120309;ES1140014.0031;UA220;0.726611508;UA200;7268.43783;203046;ES1140014.0031;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;7268.43783;
Forcarei;203036;120309;ES1140014.0031;UA220;0.726611508;UA200;7268.43783;203044;ES1140014.0031;5;P;3260;3260;;Ríos dos pisos basal a montano;7268.43783;
Forcarei;203037;120309;ES1140014.0031;UA220;0.726611508;UA200;7268.43783;203045;ES1140014.0031;2;V;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;7268.43783;
Forcarei;203041;120323;ES1140014.0033;UA220;1.651112233;UA200;6899.462325;203050;ES1140014.0033;5;P;3260;3260;;Ríos dos pisos basal a montano;6899.462325;
Forcarei;203042;120323;ES1140014.0033;UA220;1.651112233;UA200;6899.462325;203051;ES1140014.0033;1;V;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;6899.462325;
Forcarei;203043;120323;ES1140014.0033;UA220;1.651112233;UA200;6899.462325;203052;ES1140014.0033;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;6899.462325;
Forcarei;203073;120181;ES1140014.0043;UA411;46.18575035;UA400;7948.691083;203085;ES1140014.0043;1;S;4030;4030;;Queirogais secos europeos;7948.691083;
Forcarei;203074;120181;ES1140014.0043;UA411;46.18575035;UA400;7948.691083;203088;ES1140014.0043;1;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;7948.691083;
Forcarei;203075;120181;ES1140014.0043;UA411;46.18575035;UA400;7948.691083;203086;ES1140014.0043;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;7948.691083;
Forcarei;203076;120181;ES1140014.0043;UA411;46.18575035;UA400;7948.691083;203084;ES1140014.0043;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;7948.691083;
Forcarei;203077;120181;ES1140014.0043;UA411;46.18575035;UA400;7948.691083;203083;ES1140014.0043;1;S;3260;3260;;Ríos dos pisos basal a montano;7948.691083;
Forcarei;203078;120181;ES1140014.0043;UA411;46.18575035;UA400;7948.691083;203082;ES1140014.0043;5;V;9230;9230;;Carballeiras galaico-portugueses con Quercus robur e Q. pyrenaica;7948.691083;
Forcarei;203079;120181;ES1140014.0043;UA411;46.18575035;UA400;7948.691083;203087;ES1140014.0043;1;S;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;7948.691083;
Forcarei;203777;120450;ES1140014.0254;UA630;19.6878918;UA600;3976.203312;203786;ES1140014.0254;1;S;3260;3260;;Ríos dos pisos basal a montano;3976.203312;
Forcarei;203778;120450;ES1140014.0254;UA630;19.6878918;UA600;3976.203312;203787;ES1140014.0254;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;3976.203312;
Forcarei;203791;120179;ES1140014.0258;UA532;19.11695354;UA500;4698.278452;203804;ES1140014.0258;1;S;4030;4030;;Queirogais secos europeos;4698.278452;
Forcarei;203792;120179;ES1140014.0258;UA532;19.11695354;UA500;4698.278452;203807;ES1140014.0258;1;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;4698.278452;
Forcarei;203793;120179;ES1140014.0258;UA532;19.11695354;UA500;4698.278452;203805;ES1140014.0258;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;4698.278452;
Forcarei;203794;120179;ES1140014.0258;UA532;19.11695354;UA500;4698.278452;203800;ES1140014.0258;1;V;6510;6510;;Prados de sega de baixa altitude;4698.278452;
Forcarei;203795;120179;ES1140014.0258;UA532;19.11695354;UA500;4698.278452;203802;ES1140014.0258;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;4698.278452;
Forcarei;203796;120179;ES1140014.0258;UA532;19.11695354;UA500;4698.278452;203801;ES1140014.0258;1;S;3260;3260;;Ríos dos pisos basal a montano;4698.278452;
Forcarei;203797;120179;ES1140014.0258;UA532;19.11695354;UA500;4698.278452;203803;ES1140014.0258;1;S;6410;6410;;Prados con Molinia;4698.278452;
Forcarei;203798;120179;ES1140014.0258;UA532;19.11695354;UA500;4698.278452;203806;ES1140014.0258;1;S;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;4698.278452;
Forcarei;203852;120175;ES1140014.0274;UA420;1.79680138;UA400;634.9174211;203861;ES1140014.0274;5;P;9230;9230;;Carballeiras galaico-portugueses con Quercus robur e Q. pyrenaica;634.9174211;
Forcarei;204769;120445;ES1140014.0705;UA320;6.940311842;UA300;1516.797762;204781;ES1140014.0705;2;V;4030;4030;;Queirogais secos europeos;1516.797762;
Forcarei;204770;120445;ES1140014.0705;UA320;6.940311842;UA300;1516.797762;204783;ES1140014.0705;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;1516.797762;
Forcarei;204771;120445;ES1140014.0705;UA320;6.940311842;UA300;1516.797762;204782;ES1140014.0705;2;V;4030;4030;;Queirogais secos europeos;1516.797762;
Forcarei;204772;120445;ES1140014.0705;UA320;6.940311842;UA300;1516.797762;204780;ES1140014.0705;3;V;4030;4030;;Queirogais secos europeos;1516.797762;
Forcarei;204773;120445;ES1140014.0705;UA320;6.940311842;UA300;1516.797762;204778;ES1140014.0705;2;V;8230;8230;;Rochedos silíceos con vexetación pioneira;1516.797762;
Forcarei;204774;120445;ES1140014.0705;UA320;6.940311842;UA300;1516.797762;204779;ES1140014.0705;1;V;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;1516.797762;
Forcarei;205590;120620;ES1140014.0911;UA220;1.113612921;UA200;11139.48959;205599;ES1140014.0911;5;P;3260;3260;;Ríos dos pisos basal a montano;11139.48959;
Forcarei;205591;120620;ES1140014.0911;UA220;1.113612921;UA200;11139.48959;205600;ES1140014.0911;1;V;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;11139.48959;
Forcarei;205592;120620;ES1140014.0911;UA220;1.113612921;UA200;11139.48959;205601;ES1140014.0911;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;11139.48959;
Forcarei;205601;120321;ES1140014.0915;UA220;0.295535787;UA200;2956.831602;205610;ES1140014.0915;5;P;3260;3260;;Ríos dos pisos basal a montano;2956.831602;
Forcarei;205602;120321;ES1140014.0915;UA220;0.295535787;UA200;2956.831602;205611;ES1140014.0915;2;V;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;2956.831602;
Forcarei;205603;120321;ES1140014.0915;UA220;0.295535787;UA200;2956.831602;205612;ES1140014.0915;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;2956.831602;
Forcarei;205604;120320;ES1140014.0916;UA220;0.82543188;UA200;8255.425449;205613;ES1140014.0916;5;P;3260;3260;;Ríos dos pisos basal a montano;8255.425449;
Forcarei;205605;120320;ES1140014.0916;UA220;0.82543188;UA200;8255.425449;205614;ES1140014.0916;2;V;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;8255.425449;
Forcarei;205606;120320;ES1140014.0916;UA220;0.82543188;UA200;8255.425449;205615;ES1140014.0916;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;8255.425449;
Forcarei;205893;120448;ES1140014.1030;UA260;4.050952225;UA200;6734.778201;205902;ES1140014.1030;5;P;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;6734.778201;
Forcarei;205894;120448;ES1140014.1030;UA260;4.050952225;UA200;6734.778201;205903;ES1140014.1030;1;V;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;6734.778201;
Forcarei;205897;120449;ES1140014.1032;UA260;0.598241377;UA200;1586.382651;205906;ES1140014.1032;5;P;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;1586.382651;
Forcarei;205898;120449;ES1140014.1032;UA260;0.598241377;UA200;1586.382651;205907;ES1140014.1032;1;V;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;1586.382651;
Forcarei;205980;120525;ES1140014.1072;UA411;12.64989519;UA400;4319.033779;205991;ES1140014.1072;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;4319.033779;
Forcarei;205981;120525;ES1140014.1072;UA411;12.64989519;UA400;4319.033779;205995;ES1140014.1072;1;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;4319.033779;
Forcarei;205982;120525;ES1140014.1072;UA411;12.64989519;UA400;4319.033779;205994;ES1140014.1072;1;S;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;4319.033779;
Forcarei;205983;120525;ES1140014.1072;UA411;12.64989519;UA400;4319.033779;205992;ES1140014.1072;1;S;4030;4030;;Queirogais secos europeos;4319.033779;
Forcarei;205984;120525;ES1140014.1072;UA411;12.64989519;UA400;4319.033779;205990;ES1140014.1072;1;S;3260;3260;;Ríos dos pisos basal a montano;4319.033779;
Forcarei;205985;120525;ES1140014.1072;UA411;12.64989519;UA400;4319.033779;205989;ES1140014.1072;5;V;9230;9230;;Carballeiras galaico-portugueses con Quercus robur e Q. pyrenaica;4319.033779;
Forcarei;205986;120525;ES1140014.1072;UA411;12.64989519;UA400;4319.033779;205993;ES1140014.1072;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;4319.033779;
Foz;90581;61728;ES1120011.0175;UA320;0.78645514;UA300;457.373651;90649;ES1120011.0175;1;V;8230;8230;;Rochedos silíceos con vexetación pioneira;457.373651;
Foz;90582;61728;ES1120011.0175;UA320;0.78645514;UA300;457.373651;90650;ES1120011.0175;5;V;4030;4030;;Queirogais secos europeos;457.373651;
Foz;90583;61728;ES1120011.0175;UA320;0.78645514;UA300;457.373651;90651;ES1120011.0175;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;457.373651;
Foz;90584;61728;ES1120011.0175;UA320;0.78645514;UA300;457.373651;90652;ES1120011.0175;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;457.373651;
Foz;90682;61994;ES1120011.0224;UA630;11.76682587;UA600;2026.203187;90750;ES1120011.0224;1;S;4030;4030;;Queirogais secos europeos;2026.203187;
Foz;90683;61994;ES1120011.0224;UA630;11.76682587;UA600;2026.203187;90751;ES1120011.0224;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;2026.203187;
Foz;90684;61994;ES1120011.0224;UA630;11.76682587;UA600;2026.203187;90752;ES1120011.0224;1;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;2026.203187;
Foz;90800;61639;ES1120011.0287;UA220;3.589871557;UA200;14357.57922;90869;ES1120011.0287;2;V;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;14357.57922;
Foz;90801;61639;ES1120011.0287;UA220;3.589871557;UA200;14357.57922;90868;ES1120011.0287;5;P;3260;3260;;Ríos dos pisos basal a montano;14357.57922;
Foz;90930;61990;ES1120011.0366;UA631;44.30988767;UA600;4908.684038;91000;ES1120011.0366;1;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;4908.684038;
Foz;90931;61990;ES1120011.0366;UA631;44.30988767;UA600;4908.684038;90998;ES1120011.0366;1;S;4030;4030;;Queirogais secos europeos;4908.684038;
Foz;90932;61990;ES1120011.0366;UA631;44.30988767;UA600;4908.684038;90999;ES1120011.0366;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;4908.684038;
Foz;90934;61857;ES1120011.0368;UA530;13.36004019;UA500;2902.864528;91002;ES1120011.0368;1;V;6510;6510;;Prados de sega de baixa altitude;2902.864528;
Foz;90935;61857;ES1120011.0368;UA530;13.36004019;UA500;2902.864528;91003;ES1120011.0368;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;2902.864528;
Foz;91170;61858;ES1120011.0526;UA260;0.554877168;UA200;1565.892234;91238;ES1120011.0526;5;P;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;1565.892234;
Foz;91171;61858;ES1120011.0526;UA260;0.554877168;UA200;1565.892234;91239;ES1120011.0526;1;V;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;1565.892234;
Foz;91181;61864;ES1120011.0531;UA220;10.05557699;UA200;23663.03811;91249;ES1120011.0531;5;P;3260;3260;;Ríos dos pisos basal a montano;23663.03811;
Foz;91182;61864;ES1120011.0531;UA220;10.05557699;UA200;23663.03811;91250;ES1120011.0531;1;V;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;23663.03811;
Foz;92438;63158;ES1120013.0095;UA631;120.6658304;UA600;7835.035128;92506;ES1120013.0095;1;S;4030;4030;;Queirogais secos europeos;7835.035128;
Foz;92439;63158;ES1120013.0095;UA631;120.6658304;UA600;7835.035128;92507;ES1120013.0095;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;7835.035128;
Foz;92440;63158;ES1120013.0095;UA631;120.6658304;UA600;7835.035128;92508;ES1120013.0095;1;S;8310;8310;;Covas non explotadas polo turismo;7835.035128;
Foz;92441;63158;ES1120013.0095;UA631;120.6658304;UA600;7835.035128;92509;ES1120013.0095;1;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;7835.035128;
Foz;92442;63158;ES1120013.0095;UA631;120.6658304;UA600;7835.035128;92510;ES1120013.0095;1;S;6510;6510;;Prados de sega de baixa altitude;7835.035128;
Foz;92455;62894;ES1120013.0100;UA260;3.364571347;UA200;1517.237067;92523;ES1120013.0100;5;P;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;1517.237067;
Foz;92456;62894;ES1120013.0100;UA260;3.364571347;UA200;1517.237067;92524;ES1120013.0100;1;V;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;1517.237067;
Foz;92462;62853;ES1120013.0103;UA631;11.92345845;UA600;2263.423929;92530;ES1120013.0103;1;S;4030;4030;;Queirogais secos europeos;2263.423929;
Foz;92463;62853;ES1120013.0103;UA631;11.92345845;UA600;2263.423929;92531;ES1120013.0103;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;2263.423929;
Foz;92464;62853;ES1120013.0103;UA631;11.92345845;UA600;2263.423929;92532;ES1120013.0103;1;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;2263.423929;
Foz;92640;63209;ES1120013.0167;UA631;17.99180232;UA600;2546.66475;92708;ES1120013.0167;2;S;4030;4030;;Queirogais secos europeos;2546.66475;
Foz;92641;63209;ES1120013.0167;UA631;17.99180232;UA600;2546.66475;92709;ES1120013.0167;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;2546.66475;
Foz;92642;63209;ES1120013.0167;UA631;17.99180232;UA600;2546.66475;92710;ES1120013.0167;1;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;2546.66475;
Foz;93115;63163;ES1120013.0302;UA631;90.52932476;UA600;9256.911436;93183;ES1120013.0302;1;S;4030;4030;;Queirogais secos europeos;9256.911436;
Foz;93116;63163;ES1120013.0302;UA631;90.52932476;UA600;9256.911436;93184;ES1120013.0302;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;9256.911436;
Foz;93117;63163;ES1120013.0302;UA631;90.52932476;UA600;9256.911436;93185;ES1120013.0302;1;S;8310;8310;;Covas non explotadas polo turismo;9256.911436;
Foz;93118;63163;ES1120013.0302;UA631;90.52932476;UA600;9256.911436;93186;ES1120013.0302;1;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;9256.911436;
Foz;93119;63163;ES1120013.0302;UA631;90.52932476;UA600;9256.911436;93187;ES1120013.0302;1;S;6510;6510;;Prados de sega de baixa altitude;9256.911436;
Foz;93123;62997;ES1120013.0305;UA631;0.800550176;UA600;478.8315894;93192;ES1120013.0305;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;478.8315894;
Foz;93124;62997;ES1120013.0305;UA631;0.800550176;UA600;478.8315894;93193;ES1120013.0305;1;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;478.8315894;
Foz;93125;62997;ES1120013.0305;UA631;0.800550176;UA600;478.8315894;93191;ES1120013.0305;1;S;4030;4030;;Queirogais secos europeos;478.8315894;
Foz;93129;63227;ES1120013.0308;UA531;8.194798475;UA500;1853.254408;93201;ES1120013.0308;1;S;4030;4030;;Queirogais secos europeos;1853.254408;
Foz;93130;63227;ES1120013.0308;UA531;8.194798475;UA500;1853.254408;93203;ES1120013.0308;1;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;1853.254408;
Foz;93131;63227;ES1120013.0308;UA531;8.194798475;UA500;1853.254408;93202;ES1120013.0308;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;1853.254408;
Foz;93132;63227;ES1120013.0308;UA531;8.194798475;UA500;1853.254408;93200;ES1120013.0308;1;S;6410;6410;;Prados con Molinia;1853.254408;
Foz;93133;63227;ES1120013.0308;UA531;8.194798475;UA500;1853.254408;93199;ES1120013.0308;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;1853.254408;
Foz;93134;63227;ES1120013.0308;UA531;8.194798475;UA500;1853.254408;93197;ES1120013.0308;1;V;6510;6510;;Prados de sega de baixa altitude;1853.254408;
Foz;93135;63227;ES1120013.0308;UA531;8.194798475;UA500;1853.254408;93198;ES1120013.0308;1;S;3260;3260;;Ríos dos pisos basal a montano;1853.254408;
Foz;93142;63161;ES1120013.0311;UA631;53.97223699;UA600;5897.208281;93210;ES1120013.0311;1;S;4030;4030;;Queirogais secos europeos;5897.208281;
