concello;aeroxenadores;objectid;ua_teselas;ua_tesel_1;ua;hectares;grupoua;shape_leng;tabla_anex;tabla_an_1;cobertura;cod_tipo;codanexoi;cod_anexoi;p;anexoi_gal;shape_leng
Cerdido;1;1799;1033;ES1110001.0870;UA531;33.7927474752;UA500;6140.89308671;1867;ES1110001.0870;1;S;3260;3260;;Ríos dos pisos basal a montano;6140.89308671
Cervo;5;105979;68930;ES1120015.3451;UA230;188.022693333;UA200;29843.4144876;106048;ES1120015.3451;1;V;3160;3160;;Lagos e charcas distróficos naturais;29843.4144876
Cervo;5;105980;68930;ES1120015.3451;UA230;188.022693333;UA200;29843.4144876;106047;ES1120015.3451;5;P;7130*;7130;X;Turbeiras de cobertor (* para turbeiras activas);29843.4144876
Cervo;4;105981;68932;ES1120015.3452;UA270;80.0563550801;UA200;6316.66792397;106054;ES1120015.3452;3;S;6410;6410;;Prados con Molinia;6316.66792397
Cervo;4;105982;68932;ES1120015.3452;UA270;80.0563550801;UA200;6316.66792397;106053;ES1120015.3452;1;V;3160;3160;;Lagos e charcas distróficos naturais;6316.66792397
Cervo;4;105983;68932;ES1120015.3452;UA270;80.0563550801;UA200;6316.66792397;106052;ES1120015.3452;1;V;7140;7140;;Turbeiras de transición e inllós;6316.66792397
Cervo;4;105984;68932;ES1120015.3452;UA270;80.0563550801;UA200;6316.66792397;106051;ES1120015.3452;2;V;7110*;7110;X;Turbeiras altas activas;6316.66792397
Cervo;4;105985;68932;ES1120015.3452;UA270;80.0563550801;UA200;6316.66792397;106049;ES1120015.3452;4;P;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;6316.66792397
Cervo;4;105986;68932;ES1120015.3452;UA270;80.0563550801;UA200;6316.66792397;106050;ES1120015.3452;1;V;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;6316.66792397
Cervo;1;105987;68924;ES1120015.3453;UA270;30.2085628688;UA200;3383.21910965;106057;ES1120015.3453;2;V;7110*;7110;X;Turbeiras altas activas;3383.21910965
Cervo;1;105988;68924;ES1120015.3453;UA270;30.2085628688;UA200;3383.21910965;106058;ES1120015.3453;2;S;6410;6410;;Prados con Molinia;3383.21910965
Cervo;1;105989;68924;ES1120015.3453;UA270;30.2085628688;UA200;3383.21910965;106055;ES1120015.3453;4;P;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;3383.21910965
Cervo;1;105990;68924;ES1120015.3453;UA270;30.2085628688;UA200;3383.21910965;106056;ES1120015.3453;1;V;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;3383.21910965
Cervo;11;106011;68933;ES1120015.3458;UA270;224.378057416;UA200;23598.9078523;106083;ES1120015.3458;1;V;6230*;6230;X;Formacións herbáceas con Nardus;23598.9078523
Cervo;11;106012;68933;ES1120015.3458;UA270;224.378057416;UA200;23598.9078523;106091;ES1120015.3458;1;S;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;23598.9078523
Cervo;11;106013;68933;ES1120015.3458;UA270;224.378057416;UA200;23598.9078523;106090;ES1120015.3458;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;23598.9078523
Cervo;11;106014;68933;ES1120015.3458;UA270;224.378057416;UA200;23598.9078523;106089;ES1120015.3458;1;S;4030;4030;;Queirogais secos europeos;23598.9078523
Cervo;11;106015;68933;ES1120015.3458;UA270;224.378057416;UA200;23598.9078523;106088;ES1120015.3458;1;V;3160;3160;;Lagos e charcas distróficos naturais;23598.9078523
Cervo;11;106016;68933;ES1120015.3458;UA270;224.378057416;UA200;23598.9078523;106087;ES1120015.3458;1;V;7140;7140;;Turbeiras de transición e inllós;23598.9078523
Cervo;11;106017;68933;ES1120015.3458;UA270;224.378057416;UA200;23598.9078523;106086;ES1120015.3458;1;V;7110*;7110;X;Turbeiras altas activas;23598.9078523
Cervo;11;106018;68933;ES1120015.3458;UA270;224.378057416;UA200;23598.9078523;106079;ES1120015.3458;5;P;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;23598.9078523
Cervo;11;106019;68933;ES1120015.3458;UA270;224.378057416;UA200;23598.9078523;106084;ES1120015.3458;1;V;7110*;7110;X;Turbeiras altas activas;23598.9078523
Cervo;11;106020;68933;ES1120015.3458;UA270;224.378057416;UA200;23598.9078523;106092;ES1120015.3458;1;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;23598.9078523
Cervo;11;106021;68933;ES1120015.3458;UA270;224.378057416;UA200;23598.9078523;106082;ES1120015.3458;1;V;7110*;7110;X;Turbeiras altas activas;23598.9078523
Cervo;11;106022;68933;ES1120015.3458;UA270;224.378057416;UA200;23598.9078523;106081;ES1120015.3458;1;V;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;23598.9078523
Cervo;11;106023;68933;ES1120015.3458;UA270;224.378057416;UA200;23598.9078523;106080;ES1120015.3458;1;V;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;23598.9078523
Cervo;11;106024;68933;ES1120015.3458;UA270;224.378057416;UA200;23598.9078523;106085;ES1120015.3458;1;V;7110*;7110;X;Turbeiras altas activas;23598.9078523
Chandrexa de Queixa;3;148981;82903;ES1130002.2887;UA630;920.624982804;UA600;89853.3379292;149058;ES1130002.2887;1;S;4030;4030;;Queirogais secos europeos;89853.3379292
Chantada;1;87908;57968;ES1120008.0034;UA630;7.76986133937;UA600;2572.21581567;87976;ES1120008.0034;1;S;4030;4030;;Queirogais secos europeos;2572.21581567
Chantada;1;87909;57968;ES1120008.0034;UA630;7.76986133937;UA600;2572.21581567;87977;ES1120008.0034;1;S;4030;4030;;Queirogais secos europeos;2572.21581567
Chantada;3;87971;58008;ES1120008.0070;UA320;676.556019812;UA300;46740.1354075;88048;ES1120008.0070;1;S;3260;3260;;Ríos dos pisos basal a montano;46740.1354075
Chantada;3;87972;58008;ES1120008.0070;UA320;676.556019812;UA300;46740.1354075;88049;ES1120008.0070;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;46740.1354075
Chantada;3;87973;58008;ES1120008.0070;UA320;676.556019812;UA300;46740.1354075;88047;ES1120008.0070;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;46740.1354075
Chantada;3;87974;58008;ES1120008.0070;UA320;676.556019812;UA300;46740.1354075;88046;ES1120008.0070;1;V;4030;4030;;Queirogais secos europeos;46740.1354075
Chantada;3;87975;58008;ES1120008.0070;UA320;676.556019812;UA300;46740.1354075;88045;ES1120008.0070;1;V;4030;4030;;Queirogais secos europeos;46740.1354075
Chantada;3;87976;58008;ES1120008.0070;UA320;676.556019812;UA300;46740.1354075;88043;ES1120008.0070;2;V;4030;4030;;Queirogais secos europeos;46740.1354075
Chantada;3;87977;58008;ES1120008.0070;UA320;676.556019812;UA300;46740.1354075;88042;ES1120008.0070;1;V;8310;8310;;Covas non explotadas polo turismo;46740.1354075
Chantada;3;87978;58008;ES1120008.0070;UA320;676.556019812;UA300;46740.1354075;88041;ES1120008.0070;1;V;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;46740.1354075
Chantada;3;87979;58008;ES1120008.0070;UA320;676.556019812;UA300;46740.1354075;88040;ES1120008.0070;1;V;8130;8130;;Desprendementos mediterráneos occidentais e termófilos;46740.1354075
Chantada;3;87980;58008;ES1120008.0070;UA320;676.556019812;UA300;46740.1354075;88039;ES1120008.0070;1;V;8230;8230;;Rochedos silíceos con vexetación pioneira;46740.1354075
Chantada;3;87981;58008;ES1120008.0070;UA320;676.556019812;UA300;46740.1354075;88044;ES1120008.0070;5;V;4030;4030;;Queirogais secos europeos;46740.1354075
Chantada;3;87986;58282;ES1120008.0076;UA630;166.396310724;UA600;12485.9056551;88054;ES1120008.0076;1;S;4030;4030;;Queirogais secos europeos;12485.9056551
Chantada;1;88015;57997;ES1120008.0094;UA320;204.0069985;UA300;14790.9538787;88088;ES1120008.0094;1;V;4030;4030;;Queirogais secos europeos;14790.9538787
Chantada;1;88016;57997;ES1120008.0094;UA320;204.0069985;UA300;14790.9538787;88091;ES1120008.0094;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;14790.9538787
Chantada;1;88017;57997;ES1120008.0094;UA320;204.0069985;UA300;14790.9538787;88089;ES1120008.0094;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;14790.9538787
Chantada;1;88018;57997;ES1120008.0094;UA320;204.0069985;UA300;14790.9538787;88087;ES1120008.0094;5;V;4030;4030;;Queirogais secos europeos;14790.9538787
Chantada;1;88019;57997;ES1120008.0094;UA320;204.0069985;UA300;14790.9538787;88086;ES1120008.0094;1;V;8310;8310;;Covas non explotadas polo turismo;14790.9538787
Chantada;1;88020;57997;ES1120008.0094;UA320;204.0069985;UA300;14790.9538787;88085;ES1120008.0094;1;V;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;14790.9538787
Chantada;1;88021;57997;ES1120008.0094;UA320;204.0069985;UA300;14790.9538787;88084;ES1120008.0094;1;V;8130;8130;;Desprendementos mediterráneos occidentais e termófilos;14790.9538787
Chantada;1;88022;57997;ES1120008.0094;UA320;204.0069985;UA300;14790.9538787;88083;ES1120008.0094;1;V;8230;8230;;Rochedos silíceos con vexetación pioneira;14790.9538787
Chantada;1;88023;57997;ES1120008.0094;UA320;204.0069985;UA300;14790.9538787;88090;ES1120008.0094;1;S;3260;3260;;Ríos dos pisos basal a montano;14790.9538787
Chantada;6;88025;58079;ES1120008.0096;UA630;31.5377213164;UA600;5160.7371966;88093;ES1120008.0096;1;S;4030;4030;;Queirogais secos europeos;5160.7371966
Chantada;6;88026;58079;ES1120008.0096;UA630;31.5377213164;UA600;5160.7371966;88094;ES1120008.0096;2;S;4030;4030;;Queirogais secos europeos;5160.7371966
Chantada;7;88257;58236;ES1120008.0240;UA630;16.8879626108;UA600;3029.01736001;88325;ES1120008.0240;1;S;4030;4030;;Queirogais secos europeos;3029.01736001
Chantada;5;88258;58237;ES1120008.0241;UA630;14.59244131;UA600;1974.34356482;88326;ES1120008.0241;1;S;4030;4030;;Queirogais secos europeos;1974.34356482
Chantada;3;88263;58268;ES1120008.0244;UA320;227.50943173;UA300;17456.8977197;88336;ES1120008.0244;1;V;4030;4030;;Queirogais secos europeos;17456.8977197
Chantada;3;88264;58268;ES1120008.0244;UA320;227.50943173;UA300;17456.8977197;88332;ES1120008.0244;1;V;8130;8130;;Desprendementos mediterráneos occidentais e termófilos;17456.8977197
Chantada;3;88265;58268;ES1120008.0244;UA320;227.50943173;UA300;17456.8977197;88338;ES1120008.0244;1;S;3260;3260;;Ríos dos pisos basal a montano;17456.8977197
Chantada;3;88266;58268;ES1120008.0244;UA320;227.50943173;UA300;17456.8977197;88337;ES1120008.0244;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;17456.8977197
Chantada;3;88267;58268;ES1120008.0244;UA320;227.50943173;UA300;17456.8977197;88331;ES1120008.0244;1;V;8230;8230;;Rochedos silíceos con vexetación pioneira;17456.8977197
Chantada;3;88268;58268;ES1120008.0244;UA320;227.50943173;UA300;17456.8977197;88333;ES1120008.0244;2;V;4030;4030;;Queirogais secos europeos;17456.8977197
Chantada;3;88269;58268;ES1120008.0244;UA320;227.50943173;UA300;17456.8977197;88334;ES1120008.0244;4;V;4030;4030;;Queirogais secos europeos;17456.8977197
Chantada;3;88270;58268;ES1120008.0244;UA320;227.50943173;UA300;17456.8977197;88335;ES1120008.0244;1;V;4030;4030;;Queirogais secos europeos;17456.8977197
Chantada;6;88278;58296;ES1120008.0253;UA320;164.89840316;UA300;14766.948391;88346;ES1120008.0253;1;V;8230;8230;;Rochedos silíceos con vexetación pioneira;14766.948391
Chantada;6;88279;58296;ES1120008.0253;UA320;164.89840316;UA300;14766.948391;88354;ES1120008.0253;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;14766.948391
Chantada;6;88280;58296;ES1120008.0253;UA320;164.89840316;UA300;14766.948391;88353;ES1120008.0253;1;S;3260;3260;;Ríos dos pisos basal a montano;14766.948391
Chantada;6;88281;58296;ES1120008.0253;UA320;164.89840316;UA300;14766.948391;88351;ES1120008.0253;1;V;4030;4030;;Queirogais secos europeos;14766.948391
Chantada;6;88282;58296;ES1120008.0253;UA320;164.89840316;UA300;14766.948391;88352;ES1120008.0253;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;14766.948391
Chantada;6;88283;58296;ES1120008.0253;UA320;164.89840316;UA300;14766.948391;88349;ES1120008.0253;1;V;8310;8310;;Covas non explotadas polo turismo;14766.948391
Chantada;6;88284;58296;ES1120008.0253;UA320;164.89840316;UA300;14766.948391;88347;ES1120008.0253;1;V;8130;8130;;Desprendementos mediterráneos occidentais e termófilos;14766.948391
Chantada;6;88285;58296;ES1120008.0253;UA320;164.89840316;UA300;14766.948391;88350;ES1120008.0253;5;V;4030;4030;;Queirogais secos europeos;14766.948391
Chantada;6;88286;58296;ES1120008.0253;UA320;164.89840316;UA300;14766.948391;88348;ES1120008.0253;1;V;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;14766.948391
Chantada;1;88328;58277;ES1120008.0284;UA320;24.9327158789;UA300;4758.16349675;88396;ES1120008.0284;1;V;8230;8230;;Rochedos silíceos con vexetación pioneira;4758.16349675
Chantada;1;88329;58277;ES1120008.0284;UA320;24.9327158789;UA300;4758.16349675;88397;ES1120008.0284;5;V;4030;4030;;Queirogais secos europeos;4758.16349675
Chantada;1;88330;58277;ES1120008.0284;UA320;24.9327158789;UA300;4758.16349675;88398;ES1120008.0284;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;4758.16349675
Dumbría;1;22850;20661;ES1110008.0002;UA320;29.1671636142;UA300;3014.73763451;22918;ES1110008.0002;5;V;4030;4030;;Queirogais secos europeos;3014.73763451
Dumbría;14;22891;21808;ES1110008.0034;UA320;503.726942412;UA300;38597.4804219;22964;ES1110008.0034;1;S;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;38597.4804219
Dumbría;14;22892;21808;ES1110008.0034;UA320;503.726942412;UA300;38597.4804219;22966;ES1110008.0034;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;38597.4804219
Dumbría;14;22893;21808;ES1110008.0034;UA320;503.726942412;UA300;38597.4804219;22960;ES1110008.0034;5;V;4030;4030;;Queirogais secos europeos;38597.4804219
Dumbría;14;22894;21808;ES1110008.0034;UA320;503.726942412;UA300;38597.4804219;22965;ES1110008.0034;1;S;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;38597.4804219
Dumbría;14;22895;21808;ES1110008.0034;UA320;503.726942412;UA300;38597.4804219;22967;ES1110008.0034;1;S;6510;6510;;Prados de sega de baixa altitude;38597.4804219
Dumbría;14;22896;21808;ES1110008.0034;UA320;503.726942412;UA300;38597.4804219;22963;ES1110008.0034;1;S;7140;7140;;Turbeiras de transición e inllós;38597.4804219
Dumbría;14;22897;21808;ES1110008.0034;UA320;503.726942412;UA300;38597.4804219;22961;ES1110008.0034;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;38597.4804219
Dumbría;14;22898;21808;ES1110008.0034;UA320;503.726942412;UA300;38597.4804219;22959;ES1110008.0034;1;V;8230;8230;;Rochedos silíceos con vexetación pioneira;38597.4804219
Dumbría;14;22899;21808;ES1110008.0034;UA320;503.726942412;UA300;38597.4804219;22962;ES1110008.0034;1;S;7110*;7110;X;Turbeiras altas activas;38597.4804219
Dumbría;32;24108;21810;ES1110008.0834;UA320;758.854783822;UA300;79853.499526;24176;ES1110008.0834;2;V;8230;8230;;Rochedos silíceos con vexetación pioneira;79853.499526
Dumbría;32;24109;21810;ES1110008.0834;UA320;758.854783822;UA300;79853.499526;24177;ES1110008.0834;5;V;4030;4030;;Queirogais secos europeos;79853.499526
Dumbría;32;24110;21810;ES1110008.0834;UA320;758.854783822;UA300;79853.499526;24178;ES1110008.0834;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;79853.499526
Dumbría;32;24111;21810;ES1110008.0834;UA320;758.854783822;UA300;79853.499526;24179;ES1110008.0834;1;S;7110*;7110;X;Turbeiras altas activas;79853.499526
Dumbría;32;24112;21810;ES1110008.0834;UA320;758.854783822;UA300;79853.499526;24180;ES1110008.0834;1;S;7140;7140;;Turbeiras de transición e inllós;79853.499526
Dumbría;32;24113;21810;ES1110008.0834;UA320;758.854783822;UA300;79853.499526;24181;ES1110008.0834;1;S;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;79853.499526
Dumbría;32;24114;21810;ES1110008.0834;UA320;758.854783822;UA300;79853.499526;24182;ES1110008.0834;1;S;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;79853.499526
Dumbría;32;24115;21810;ES1110008.0834;UA320;758.854783822;UA300;79853.499526;24183;ES1110008.0834;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;79853.499526
Dumbría;32;24116;21810;ES1110008.0834;UA320;758.854783822;UA300;79853.499526;24184;ES1110008.0834;1;S;6510;6510;;Prados de sega de baixa altitude;79853.499526
Dumbría;5;24227;20274;ES1110008.0872;UA320;18.1091112775;UA300;6431.71686506;24295;ES1110008.0872;5;V;4030;4030;;Queirogais secos europeos;6431.71686506
Dumbría;5;24228;20274;ES1110008.0872;UA320;18.1091112775;UA300;6431.71686506;24296;ES1110008.0872;1;S;7110*;7110;X;Turbeiras altas activas;6431.71686506
Dumbría;5;24229;20274;ES1110008.0872;UA320;18.1091112775;UA300;6431.71686506;24297;ES1110008.0872;1;S;7140;7140;;Turbeiras de transición e inllós;6431.71686506
Dumbría;5;24230;20274;ES1110008.0872;UA320;18.1091112775;UA300;6431.71686506;24298;ES1110008.0872;1;S;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;6431.71686506
Dumbría;5;24231;20274;ES1110008.0872;UA320;18.1091112775;UA300;6431.71686506;24299;ES1110008.0872;1;S;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;6431.71686506
Dumbría;2;24240;20279;ES1110008.0879;UA320;4.20287468501;UA300;1474.82573881;24308;ES1110008.0879;1;V;8230;8230;;Rochedos silíceos con vexetación pioneira;1474.82573881
Dumbría;2;24241;20279;ES1110008.0879;UA320;4.20287468501;UA300;1474.82573881;24309;ES1110008.0879;5;V;4030;4030;;Queirogais secos europeos;1474.82573881
Dumbría;2;24242;20279;ES1110008.0879;UA320;4.20287468501;UA300;1474.82573881;24310;ES1110008.0879;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;1474.82573881
Dumbría;2;24243;20279;ES1110008.0879;UA320;4.20287468501;UA300;1474.82573881;24311;ES1110008.0879;1;S;7110*;7110;X;Turbeiras altas activas;1474.82573881
Dumbría;2;24244;20279;ES1110008.0879;UA320;4.20287468501;UA300;1474.82573881;24312;ES1110008.0879;1;S;7140;7140;;Turbeiras de transición e inllós;1474.82573881
Dumbría;2;24245;20279;ES1110008.0879;UA320;4.20287468501;UA300;1474.82573881;24313;ES1110008.0879;1;S;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;1474.82573881
Dumbría;2;24246;20279;ES1110008.0879;UA320;4.20287468501;UA300;1474.82573881;24314;ES1110008.0879;1;S;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;1474.82573881
Dumbría;1;24247;20281;ES1110008.0882;UA320;0.5860904625;UA300;346.604731775;24320;ES1110008.0882;1;S;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;346.604731775
Dumbría;1;24248;20281;ES1110008.0882;UA320;0.5860904625;UA300;346.604731775;24321;ES1110008.0882;1;S;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;346.604731775
Dumbría;1;24249;20281;ES1110008.0882;UA320;0.5860904625;UA300;346.604731775;24319;ES1110008.0882;1;S;7140;7140;;Turbeiras de transición e inllós;346.604731775
Dumbría;1;24250;20281;ES1110008.0882;UA320;0.5860904625;UA300;346.604731775;24317;ES1110008.0882;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;346.604731775
Dumbría;1;24251;20281;ES1110008.0882;UA320;0.5860904625;UA300;346.604731775;24316;ES1110008.0882;1;V;4030;4030;;Queirogais secos europeos;346.604731775
Dumbría;1;24252;20281;ES1110008.0882;UA320;0.5860904625;UA300;346.604731775;24315;ES1110008.0882;5;V;8230;8230;;Rochedos silíceos con vexetación pioneira;346.604731775
Dumbría;1;24253;20281;ES1110008.0882;UA320;0.5860904625;UA300;346.604731775;24318;ES1110008.0882;1;S;7110*;7110;X;Turbeiras altas activas;346.604731775
Dumbría;1;24254;20282;ES1110008.0883;UA320;3.07574045252;UA300;1320.3862572;24327;ES1110008.0883;1;S;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;1320.3862572
Dumbría;1;24255;20282;ES1110008.0883;UA320;3.07574045252;UA300;1320.3862572;24322;ES1110008.0883;5;V;8230;8230;;Rochedos silíceos con vexetación pioneira;1320.3862572
Dumbría;1;24256;20282;ES1110008.0883;UA320;3.07574045252;UA300;1320.3862572;24328;ES1110008.0883;1;S;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;1320.3862572
Dumbría;1;24257;20282;ES1110008.0883;UA320;3.07574045252;UA300;1320.3862572;24326;ES1110008.0883;1;S;7140;7140;;Turbeiras de transición e inllós;1320.3862572
Dumbría;1;24258;20282;ES1110008.0883;UA320;3.07574045252;UA300;1320.3862572;24325;ES1110008.0883;1;S;7110*;7110;X;Turbeiras altas activas;1320.3862572
Dumbría;1;24259;20282;ES1110008.0883;UA320;3.07574045252;UA300;1320.3862572;24324;ES1110008.0883;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;1320.3862572
Dumbría;1;24260;20282;ES1110008.0883;UA320;3.07574045252;UA300;1320.3862572;24323;ES1110008.0883;1;V;4030;4030;;Queirogais secos europeos;1320.3862572
Dumbría;1;24282;20291;ES1110008.0895;UA320;19.4875173826;UA300;6735.14115146;24351;ES1110008.0895;1;V;4030;4030;;Queirogais secos europeos;6735.14115146
Dumbría;1;24283;20291;ES1110008.0895;UA320;19.4875173826;UA300;6735.14115146;24354;ES1110008.0895;1;S;7140;7140;;Turbeiras de transición e inllós;6735.14115146
Dumbría;1;24284;20291;ES1110008.0895;UA320;19.4875173826;UA300;6735.14115146;24356;ES1110008.0895;1;S;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;6735.14115146
Dumbría;1;24285;20291;ES1110008.0895;UA320;19.4875173826;UA300;6735.14115146;24355;ES1110008.0895;1;S;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;6735.14115146
Dumbría;1;24286;20291;ES1110008.0895;UA320;19.4875173826;UA300;6735.14115146;24352;ES1110008.0895;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;6735.14115146
Dumbría;1;24287;20291;ES1110008.0895;UA320;19.4875173826;UA300;6735.14115146;24350;ES1110008.0895;5;V;8230;8230;;Rochedos silíceos con vexetación pioneira;6735.14115146
Dumbría;1;24288;20291;ES1110008.0895;UA320;19.4875173826;UA300;6735.14115146;24353;ES1110008.0895;1;S;7110*;7110;X;Turbeiras altas activas;6735.14115146
Dumbría;2;24297;20636;ES1110008.0903;UA320;19.2713444765;UA300;5010.39943971;24368;ES1110008.0903;1;S;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;5010.39943971
Dumbría;2;24298;20636;ES1110008.0903;UA320;19.2713444765;UA300;5010.39943971;24367;ES1110008.0903;1;S;7140;7140;;Turbeiras de transición e inllós;5010.39943971
Dumbría;2;24299;20636;ES1110008.0903;UA320;19.2713444765;UA300;5010.39943971;24366;ES1110008.0903;1;S;7110*;7110;X;Turbeiras altas activas;5010.39943971
Dumbría;2;24300;20636;ES1110008.0903;UA320;19.2713444765;UA300;5010.39943971;24365;ES1110008.0903;5;V;4030;4030;;Queirogais secos europeos;5010.39943971
Dumbría;2;24301;20636;ES1110008.0903;UA320;19.2713444765;UA300;5010.39943971;24369;ES1110008.0903;1;S;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;5010.39943971
Estrada, A;1;195599;116673;ES1140008.0488;UA531;4.10378016767;UA500;963.33947925;195608;ES1140008.0488;2;V;6510;6510;;Prados de sega de baixa altitude;963.33947925
Estrada, A;1;195600;116673;ES1140008.0488;UA531;4.10378016767;UA500;963.33947925;195609;ES1140008.0488;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;963.33947925
Estrada, A;1;195601;116673;ES1140008.0488;UA531;4.10378016767;UA500;963.33947925;195610;ES1140008.0488;1;S;6410;6410;;Prados con Molinia;963.33947925
Estrada, A;2;195705;116832;ES1140008.0531;UA531;12.6314381758;UA500;3875.38093433;195714;ES1140008.0531;1;V;6510;6510;;Prados de sega de baixa altitude;3875.38093433
Estrada, A;2;195706;116832;ES1140008.0531;UA531;12.6314381758;UA500;3875.38093433;195717;ES1140008.0531;1;S;4030;4030;;Queirogais secos europeos;3875.38093433
Estrada, A;2;195707;116832;ES1140008.0531;UA531;12.6314381758;UA500;3875.38093433;195715;ES1140008.0531;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;3875.38093433
Estrada, A;2;195708;116832;ES1140008.0531;UA531;12.6314381758;UA500;3875.38093433;195716;ES1140008.0531;1;S;6410;6410;;Prados con Molinia;3875.38093433
Estrada, A;2;195769;116702;ES1140008.0554;UA531;12.5432286444;UA500;2288.14319464;195778;ES1140008.0554;2;V;6510;6510;;Prados de sega de baixa altitude;2288.14319464
Estrada, A;2;195770;116702;ES1140008.0554;UA531;12.5432286444;UA500;2288.14319464;195784;ES1140008.0554;1;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;2288.14319464
Estrada, A;2;195771;116702;ES1140008.0554;UA531;12.5432286444;UA500;2288.14319464;195783;ES1140008.0554;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;2288.14319464
Estrada, A;2;195772;116702;ES1140008.0554;UA531;12.5432286444;UA500;2288.14319464;195782;ES1140008.0554;1;S;4030;4030;;Queirogais secos europeos;2288.14319464
Estrada, A;2;195773;116702;ES1140008.0554;UA531;12.5432286444;UA500;2288.14319464;195781;ES1140008.0554;1;S;6410;6410;;Prados con Molinia;2288.14319464
Estrada, A;2;195774;116702;ES1140008.0554;UA531;12.5432286444;UA500;2288.14319464;195779;ES1140008.0554;1;S;3260;3260;;Ríos dos pisos basal a montano;2288.14319464
Estrada, A;2;195775;116702;ES1140008.0554;UA531;12.5432286444;UA500;2288.14319464;195780;ES1140008.0554;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;2288.14319464
Estrada, A;1;195778;116707;ES1140008.0557;UA531;2.0673844867;UA500;1326.79656271;195787;ES1140008.0557;2;V;6510;6510;;Prados de sega de baixa altitude;1326.79656271
Estrada, A;1;195779;116707;ES1140008.0557;UA531;2.0673844867;UA500;1326.79656271;195788;ES1140008.0557;1;S;4030;4030;;Queirogais secos europeos;1326.79656271
Estrada, A;1;195859;116895;ES1140008.0590;UA531;2.69443973848;UA500;669.302978203;195868;ES1140008.0590;3;V;6510;6510;;Prados de sega de baixa altitude;669.302978203
